year,month,day,rmm1,rmm2,amplitude
1947.0,1.0,10.0,0.17283664643764496,0.41403892636299133,0.4486654996871948
1947.0,1.0,11.0,0.22604797780513763,0.5587682127952576,0.6027600169181824
1947.0,1.0,12.0,0.23577144742012024,0.728761613368988,0.7659514546394348
1947.0,1.0,13.0,0.19224673509597778,0.8974932432174683,0.9178523421287537
1947.0,1.0,14.0,0.09329134970903397,1.0370460748672485,1.041233777999878
1947.0,1.0,15.0,-0.05542123690247536,1.1219638586044312,1.123331904411316
1947.0,1.0,16.0,-0.24119509756565094,1.1327382326126099,1.158132553100586
1947.0,1.0,17.0,-0.44610607624053955,1.0584465265274048,1.1486164331436157
1947.0,1.0,18.0,-0.649465024471283,0.898185133934021,1.1083958148956299
1947.0,1.0,19.0,-0.8305696249008179,0.661129891872406,1.0615736246109009
1947.0,1.0,20.0,-0.9713343977928162,0.3652535080909729,1.0377382040023804
1947.0,1.0,21.0,-1.0584242343902588,0.034925930202007294,1.0590003728866577
1947.0,1.0,22.0,-1.084611177444458,-0.30222418904304504,1.1259311437606812
1947.0,1.0,23.0,-1.0492035150527954,-0.6187167167663574,1.218047022819519
1947.0,1.0,24.0,-0.9575532674789429,-0.8904070258140564,1.3075675964355469
1947.0,1.0,25.0,-0.819785475730896,-1.0990195274353027,1.371091604232788
1947.0,1.0,26.0,-0.6490115523338318,-1.233713984489441,1.3940107822418213
1947.0,1.0,27.0,-0.4593527913093567,-1.2915318012237549,1.3707878589630127
1947.0,1.0,28.0,-0.2641068398952484,-1.2767469882965088,1.3037773370742798
1947.0,1.0,29.0,-0.0743459016084671,-1.1993130445480347,1.2016152143478394
1947.0,1.0,30.0,0.10186373442411423,-1.0727217197418213,1.077547311782837
1947.0,1.0,31.0,0.25955167412757874,-0.9116625189781189,0.9478901028633118
1947.0,2.0,1.0,0.41274651885032654,-0.7048653960227966,0.816819965839386
1947.0,2.0,2.0,0.5326985120773315,-0.5177990198135376,0.7428886294364929
1947.0,2.0,3.0,0.6298648715019226,-0.32793354988098145,0.7101198434829712
1947.0,2.0,4.0,0.7028571963310242,-0.13957498967647552,0.7165817618370056
1947.0,2.0,5.0,0.7488476037979126,0.04571635276079178,0.750241756439209
1947.0,2.0,6.0,0.7633763551712036,0.22788448631763458,0.7966647744178772
1947.0,2.0,7.0,0.7407746315002441,0.40686410665512085,0.8451541066169739
1947.0,2.0,8.0,0.6751514077186584,0.5811259150505066,0.8908067941665649
1947.0,2.0,9.0,0.5617791414260864,0.7465945482254028,0.9343442916870117
1947.0,2.0,10.0,0.3986203074455261,0.8961771726608276,0.9808321595191956
1947.0,2.0,11.0,0.18769676983356476,1.020028829574585,1.037154197692871
1947.0,2.0,12.0,-0.06398921459913254,1.1065409183502197,1.1083896160125732
1947.0,2.0,13.0,-0.3442089259624481,1.1439080238342285,1.1945732831954956
1947.0,2.0,14.0,-0.6360577940940857,1.1220167875289917,1.2897639274597168
1947.0,2.0,15.0,-0.9192939400672913,1.0343390703201294,1.3838202953338623
1947.0,2.0,16.0,-1.1723203659057617,0.8794955611228943,1.465553641319275
1947.0,2.0,17.0,-1.3745542764663696,0.662207305431366,1.5257515907287598
1947.0,2.0,18.0,-1.5088489055633545,0.39344072341918945,1.5593012571334839
1947.0,2.0,19.0,-1.5636106729507446,0.08968301862478256,1.5661804676055908
1947.0,2.0,20.0,-1.5342938899993896,-0.228580504655838,1.5512274503707886
1947.0,2.0,21.0,-1.424033284187317,-0.5389878153800964,1.5226223468780518
1947.0,2.0,22.0,-1.243310809135437,-0.8197245001792908,1.48921799659729
1947.0,2.0,23.0,-1.0086884498596191,-1.0519088506698608,1.4573827981948853
1947.0,2.0,24.0,-0.7407863736152649,-1.2216005325317383,1.4286609888076782
1947.0,2.0,25.0,-0.46179163455963135,-1.321155071258545,1.399536371231079
1947.0,2.0,26.0,-0.19285574555397034,-1.349750280380249,1.363458514213562
1947.0,2.0,27.0,0.04825335368514061,-1.31303071975708,1.3139170408248901
1947.0,2.0,28.0,0.24892349541187286,-1.2219598293304443,1.2470561265945435
1947.0,3.0,1.0,0.32560330629348755,-1.1614875793457031,1.2062631845474243
1947.0,3.0,2.0,0.43970367312431335,-1.0205708742141724,1.1112624406814575
1947.0,3.0,3.0,0.5151640772819519,-0.8702783584594727,1.0113251209259033
1947.0,3.0,4.0,0.5602148175239563,-0.7223891019821167,0.9141589999198914
1947.0,3.0,5.0,0.5850950479507446,-0.5851887464523315,0.8275156021118164
1947.0,3.0,6.0,0.6001477241516113,-0.4630214273929596,0.7580013871192932
1947.0,3.0,7.0,0.6140995621681213,-0.3565046489238739,0.7100801467895508
1947.0,3.0,8.0,0.6327861547470093,-0.2633059024810791,0.6853818893432617
1947.0,3.0,9.0,0.6584957838058472,-0.17929208278656006,0.6824678182601929
1947.0,3.0,10.0,0.6899912357330322,-0.09981583058834076,0.6971736550331116
1947.0,3.0,11.0,0.7231534719467163,-0.02089562453329563,0.7234553098678589
1947.0,3.0,12.0,0.7520856261253357,0.05991514399647713,0.7544683814048767
1947.0,3.0,13.0,0.7704461812973022,0.14310303330421448,0.7836235165596008
1947.0,3.0,14.0,0.7727517485618591,0.22725394368171692,0.8054748177528381
1947.0,3.0,15.0,0.7554099559783936,0.3095410466194153,0.8163699507713318
1947.0,3.0,16.0,0.7173067331314087,0.38650450110435486,0.8148096203804016
1947.0,3.0,17.0,0.6598614454269409,0.45493319630622864,0.8014869093894958
1947.0,3.0,18.0,0.5865733027458191,0.51264488697052,0.7790205478668213
1947.0,3.0,19.0,0.502177357673645,0.5589874982833862,0.7514313459396362
